0.03,-0.26,0.97,0
0.03,-0.24,0.96,0
0.05,-0.24,0.97,1
0.06,-0.22,0.96,0
0.04,-0.20,0.97,0
0.03,-0.15,0.99,0
0.05,-0.22,0.96,0
0.07,-0.20,0.96,0
0.04,-0.20,0.97,0
0.04,-0.21,0.97,0
0.05,-0.26,0.96,0
0.04,-0.23,0.96,0
0.04,-0.23,0.97,0
0.06,-0.22,0.96,0
0.04,-0.30,0.97,0
0.04,-0.26,0.94,0
0.04,-0.23,0.98,0
0.05,-0.22,0.96,0
0.05,-0.20,0.98,0
0.05,-0.18,0.96,0
0.06,-0.19,0.97,0
0.03,-0.20,0.98,0
0.03,-0.24,0.97,0
0.04,-0.23,0.97,0
0.05,-0.25,0.96,0
0.04,-0.25,0.96,0
0.04,-0.25,0.96,0
0.04,-0.25,0.97,0
0.05,-0.27,0.95,0
0.05,-0.27,0.96,0
0.04,-0.23,0.97,0
0.04,-0.21,0.97,0
0.05,-0.22,0.97,0
0.05,-0.20,0.97,0
0.04,-0.18,0.97,0
0.05,-0.20,0.97,0
0.05,-0.22,0.97,0
0.04,-0.22,0.97,0
0.04,-0.23,0.97,0
0.05,-0.25,0.96,0
0.05,-0.30,0.95,0
0.04,-0.27,0.96,0
0.04,-0.25,0.97,0
0.05,-0.27,0.95,0
0.04,-0.23,0.96,0
0.04,-0.20,0.97,0
0.05,-0.20,0.97,0
0.05,-0.22,0.96,0
0.04,-0.21,0.97,0
0.04,-0.25,0.96,0
0.04,-0.28,0.96,0
0.04,-0.29,0.95,0
0.04,-0.32,0.95,0
0.03,-0.29,0.96,0
0.04,-0.28,0.96,0
0.05,-0.24,0.96,0
0.05,-0.21,0.97,0
0.05,-0.17,0.97,0
0.06,-0.17,0.97,0
0.05,-0.20,0.97,0
0.05,-0.23,0.97,0
0.04,-0.27,0.96,0
0.04,-0.29,0.96,1
0.03,-0.28,0.96,1
0.04,-0.28,0.96,1
0.05,-0.25,0.96,1
0.05,-0.21,0.97,1
0.05,-0.19,0.97,0
0.05,-0.22,0.97,0
0.05,-0.22,0.96,0
0.04,-0.23,0.97,0
0.04,-0.28,0.95,0
0.04,-0.24,0.98,0
0.05,-0.25,0.97,0
0.05,-0.20,0.97,0
0.05,-0.22,0.97,0
0.04,-0.19,0.97,0
0.04,-0.20,0.97,0
0.04,-0.22,0.97,0
0.04,-0.23,0.97,0
0.05,-0.19,0.97,0
0.06,-0.21,0.96,0
0.06,-0.20,0.97,0
0.05,-0.20,0.97,0
0.04,-0.24,0.96,0
0.04,-0.27,0.96,0
0.04,-0.26,0.96,0
0.04,-0.27,0.96,0
0.05,-0.25,0.96,0
0.05,-0.24,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.05,-0.19,0.97,0
0.05,-0.17,0.97,0
0.06,-0.19,0.97,0
0.05,-0.22,0.97,0
0.04,-0.26,0.97,0
0.03,-0.27,0.96,0
0.03,-0.26,0.97,0
0.04,-0.26,0.96,0
0.05,-0.24,0.96,0
0.05,-0.22,0.97,0
0.05,-0.20,0.97,0
0.05,-0.20,0.97,0
0.05,-0.20,0.97,0
0.04,-0.22,0.97,0
0.05,-0.26,0.96,0
0.04,-0.25,0.97,0
0.04,-0.25,0.96,0
0.05,-0.22,0.97,0
0.05,-0.19,0.97,0
0.06,-0.17,0.97,0
0.04,-0.18,0.95,0
0.00,-0.22,0.96,0
0.04,-0.31,1.02,0
0.12,-0.29,0.90,0
0.09,-0.07,1.00,0
0.05,-0.10,0.97,0
0.04,-0.24,0.97,0
0.01,-0.28,0.98,0
0.01,-0.25,0.97,0
0.05,-0.28,0.97,0
0.08,-0.21,0.96,0
0.06,-0.17,0.97,0
0.05,-0.18,0.97,0
0.04,-0.20,0.97,0
0.04,-0.22,0.98,0
0.04,-0.24,0.96,0
0.05,-0.27,0.96,0
0.05,-0.25,0.97,0
0.04,-0.23,0.96,0
0.04,-0.26,0.98,0
0.04,-0.23,0.95,0
0.03,-0.20,0.98,0
0.04,-0.21,0.97,0
0.05,-0.22,0.97,0
0.05,-0.21,0.97,0
0.06,-0.21,0.97,0
0.05,-0.22,0.97,0
0.05,-0.19,0.97,0
0.05,-0.22,0.97,0
0.05,-0.19,0.97,0
0.05,-0.19,0.97,0
0.05,-0.20,0.97,0
0.05,-0.22,0.97,0
0.05,-0.19,0.97,0
0.04,-0.20,0.98,0
0.05,-0.21,0.97,0
0.04,-0.21,0.98,0
0.04,-0.19,0.97,0
0.05,-0.20,0.97,0
0.05,-0.17,0.97,0
0.06,-0.20,0.97,0
0.06,-0.18,0.97,0
0.06,-0.20,0.97,0
0.05,-0.19,0.97,0
0.04,-0.24,0.97,0
0.02,-0.24,0.97,0
0.03,-0.23,0.98,0
0.03,-0.21,0.97,0
0.04,-0.21,0.98,0
0.05,-0.22,0.97,0
0.06,-0.21,0.96,0
0.08,-0.23,0.96,0
0.08,-0.27,0.95,0
0.08,-0.32,0.97,0
0.07,-0.30,1.01,0
0.10,-0.19,0.98,0
0.10,-0.05,0.98,0
0.09,-0.14,0.97,0
0.05,-0.14,0.97,0
0.02,-0.11,0.99,0
0.02,-0.11,0.98,0
0.05,-0.11,0.96,0
0.08,-0.06,0.94,0
0.08,-0.00,0.97,0
0.08,-0.10,1.04,0
0.07,-0.20,1.01,0
0.04,-0.04,1.01,0
0.04,-0.21,0.98,0
0.05,-0.18,0.99,0
0.05,-0.20,0.96,0
0.04,-0.12,0.97,0
0.03,-0.19,0.96,0
0.02,-0.14,0.98,0
0.01,-0.21,1.00,0
-0.01,-0.29,0.99,0
-0.01,-0.27,0.98,0
-0.03,-0.09,0.96,0
-0.04,-0.12,0.97,0
-0.03,-0.13,1.01,0
-0.01,-0.17,1.00,0
0.01,-0.16,0.99,0
0.02,-0.09,0.99,0
0.02,-0.07,0.97,0
0.01,-0.13,0.99,0
0.01,-0.16,0.99,0
0.00,-0.18,0.99,0
0.00,-0.18,0.97,0
-0.00,-0.12,0.97,0
0.01,-0.15,1.00,0
0.03,-0.21,0.96,0
0.02,-0.20,1.01,0
0.02,-0.15,0.98,0
0.05,-0.14,0.98,0
0.06,-0.21,0.96,0
0.04,-0.12,1.01,0
0.05,-0.03,0.97,0
0.06,-0.10,0.98,0
0.04,-0.13,1.01,0
0.03,-0.04,1.00,0
0.03,-0.11,0.99,0
-0.00,-0.02,0.99,0
-0.00,-0.00,0.99,0
0.02,-0.04,0.99,0
0.02,-0.03,1.00,0
0.03,0.06,0.98,0
0.04,-0.01,1.00,0
0.07,0.03,1.00,0
0.10,0.16,0.98,0
0.12,0.16,1.00,0
0.13,-0.04,1.02,0
0.10,-0.07,0.96,0
0.08,-0.10,1.01,0
0.08,-0.10,1.01,0
0.09,-0.23,1.03,0
0.08,0.06,0.99,0
0.07,0.03,0.98,0
0.04,0.00,0.97,0
-0.00,0.07,0.97,0
-0.05,0.08,0.99,0
-0.06,-0.02,0.99,0
-0.00,0.06,1.02,0
-0.01,-0.00,0.97,0
0.00,0.06,1.04,0
0.03,0.07,0.99,0
0.02,-0.08,0.99,0
0.03,0.12,0.97,0
0.02,0.04,0.98,0
0.03,0.07,0.98,0
0.05,0.15,1.00,0
0.08,0.14,1.00,0
0.12,0.08,1.02,0
0.12,0.11,1.01,0
0.10,0.09,0.98,0
0.07,0.05,0.99,0
0.05,-0.01,1.01,0
0.03,0.10,1.00,0
-0.00,-0.02,0.99,0
0.01,-0.04,1.04,0
0.02,-0.16,1.00,0
0.03,-0.06,1.01,0
0.02,0.11,0.94,0
0.03,0.04,1.00,0
0.06,0.16,0.98,0
0.09,0.08,0.98,0
0.06,-0.09,1.00,0
0.05,-0.05,1.01,0
0.04,-0.02,1.00,0
0.03,-0.03,1.00,0
0.04,0.07,0.99,0
0.04,0.02,0.99,0
0.05,0.00,1.01,0
0.06,-0.03,0.99,0
0.05,-0.00,0.99,0
0.05,-0.02,1.00,0
0.05,0.01,1.00,0
0.05,0.04,0.99,0
0.04,0.04,1.00,0
0.02,0.01,1.00,0
0.03,0.03,0.99,0
0.04,0.01,1.00,0
0.05,0.04,0.99,0
0.05,0.03,1.00,0
0.04,0.04,0.99,0
0.04,0.02,1.00,0
0.04,-0.04,0.99,0
0.03,-0.05,1.01,0
0.03,-0.02,1.00,0
0.03,0.02,0.99,0
0.04,0.07,0.99,0
0.04,0.03,0.99,0
0.04,0.04,0.99,0
0.05,0.09,0.99,0
0.06,0.05,1.00,0
0.07,0.02,1.00,0
0.07,0.06,0.99,0
0.04,0.08,1.00,0
0.03,0.05,0.99,0
0.02,0.03,0.99,0
0.01,0.06,0.99,0
0.01,0.04,1.00,0
0.01,0.01,1.00,0
0.03,0.02,1.00,0
0.05,0.00,1.00,0
0.06,-0.01,1.00,0
0.05,-0.01,0.99,0
0.04,-0.01,1.00,0
0.04,-0.02,1.00,0
0.04,-0.00,1.00,0
0.04,0.02,0.99,0
0.03,0.02,0.99,0
0.03,0.04,0.99,0
0.03,0.02,0.99,0
0.03,0.04,0.99,0
0.02,0.04,1.00,0
0.02,0.05,1.00,0
0.03,0.07,1.00,0
0.04,0.06,0.99,0
0.04,0.03,1.00,0
0.03,0.02,1.00,0
0.04,0.03,0.99,0
0.05,0.03,1.00,0
0.05,0.00,0.99,0
0.06,0.01,1.00,0
0.06,-0.02,1.00,0
0.05,-0.03,0.99,0
0.04,-0.02,1.00,0
0.04,-0.02,0.99,0
0.04,0.04,0.99,0
0.04,0.06,0.98,0
0.04,0.02,1.00,0
0.04,0.05,1.00,0
0.05,0.04,0.99,0
0.06,0.05,0.99,0
0.04,0.04,1.00,0
0.04,0.05,0.99,0
0.04,0.11,1.00,0
0.03,0.10,1.00,0
0.02,0.03,1.01,0
0.01,-0.01,1.00,0
0.00,-0.09,0.98,0
-0.00,-0.15,0.99,0
-0.01,-0.08,0.98,0
-0.01,-0.01,1.00,0
0.00,-0.04,1.03,0
0.02,-0.07,1.02,0
0.05,-0.01,1.00,0
0.08,0.02,0.98,0
0.10,0.02,0.98,0
0.12,0.07,0.98,0
0.11,0.07,0.99,0
0.07,0.08,0.99,0
0.05,0.08,0.99,0
0.04,0.05,1.00,0
0.04,0.03,0.99,0
0.05,0.02,1.00,0
0.06,-0.00,1.00,0
0.06,0.00,1.00,0
0.05,-0.02,0.99,0
0.04,-0.04,1.00,0
0.03,-0.03,0.99,0
0.03,0.00,1.00,0
0.03,0.00,1.01,0
0.01,0.03,0.98,0
0.02,0.07,1.00,0
0.00,-0.02,0.99,0
-0.01,0.05,0.99,0
-0.01,0.02,1.00,0
0.00,-0.00,1.00,0
0.01,-0.02,1.00,0
0.01,0.05,1.00,0
0.01,0.00,0.99,0
0.01,0.01,0.99,0
0.00,-0.02,1.00,0
0.00,0.01,1.00,0
0.00,0.02,0.99,0
0.00,0.04,1.00,0
0.00,0.01,1.00,0
0.01,-0.00,1.00,0
0.00,-0.00,1.00,0
0.00,-0.02,0.98,0
0.01,-0.04,1.00,0
0.02,-0.03,0.99,0
0.01,-0.01,1.00,0
0.01,0.04,0.99,0
0.01,0.02,0.99,0
0.01,0.04,0.99,0
-0.01,0.04,0.99,0
-0.01,0.05,1.02,0
0.00,0.04,1.01,0
0.02,0.02,1.00,0
0.02,0.00,1.00,0
0.01,0.03,0.99,0
0.00,0.05,1.00,0
-0.01,0.02,1.00,0
-0.03,0.02,1.01,0
-0.04,0.05,1.00,0
-0.03,0.09,0.98,0
-0.00,0.05,0.98,0
0.05,-0.06,0.97,0
0.11,-0.10,0.98,0
0.16,-0.02,1.01,0
0.18,0.02,1.02,0
0.18,0.05,1.00,0
0.14,-0.07,0.98,0
0.09,0.02,0.97,0
0.06,0.06,0.99,0
0.04,-0.05,1.05,0
0.03,-0.10,1.02,0
0.04,0.16,1.02,0
0.04,-0.01,1.01,0
0.03,-0.00,0.99,0
-0.01,0.09,0.98,0
-0.05,-0.02,0.98,0
-0.07,-0.05,1.02,0
-0.07,-0.16,1.01,0
-0.08,-0.07,0.96,0
-0.07,-0.03,0.99,0
-0.07,-0.00,0.97,0
-0.05,-0.04,1.01,0
-0.04,0.09,0.99,0
-0.03,0.09,1.01,0
0.00,0.02,0.99,0
0.03,-0.07,0.96,0
0.06,0.01,1.02,0
0.08,0.06,0.98,0
0.06,-0.05,1.03,0
0.01,0.00,0.94,0
0.00,0.05,0.97,0
0.01,0.04,0.98,0
0.04,-0.04,1.01,0
0.09,-0.03,0.99,0
0.08,0.05,1.00,0
0.10,0.06,1.03,0
0.12,0.03,1.04,0
0.12,0.03,1.00,0
0.10,0.07,1.01,0
0.06,0.04,0.99,0
0.03,0.03,0.94,0
0.00,-0.09,1.00,0
0.04,0.09,1.01,0
0.11,0.05,1.02,0
0.14,0.05,1.02,0
0.09,0.11,1.00,0
0.03,0.12,0.97,0
0.01,-0.12,0.99,0
0.00,0.14,0.87,0
-0.03,-0.05,0.96,0
0.00,-0.04,1.01,1
0.03,-0.01,0.99,1
0.11,0.16,1.04,0
0.19,-0.11,1.04,0
0.16,0.11,1.01,0
0.10,0.02,0.97,0
0.04,0.13,0.96,0
0.02,-0.07,0.97,0
0.02,0.02,0.99,0
0.04,0.07,0.99,0
0.08,0.10,1.01,0
0.09,-0.02,1.00,0
